seq_label,img_name,confidence,class,x_min,y_min,x_max,y_max
person-18,00000114.jpg,1,person,91.54,31.88,145.34,159.09
person-18,00000115.jpg,1,person,92.52,33.4,144.2,160.03
person-18,00000116.jpg,1,person,92.36,32.17,144.06,159.13
person-18,00000117.jpg,1,person,92.48,33.7,143.0,159.75
person-18,00000118.jpg,1,person,92.9,32.73,143.43,159.8
person-18,00000119.jpg,1,person,92.46,32.73,142.23,159.34
person-18,00000120.jpg,1,person,93.32,32.88,143.23,159.36
person-18,00000121.jpg,1,person,92.91,32.7,141.41,159.33
person-18,00000122.jpg,1,person,93.13,32.47,141.25,159.31
person-18,00000123.jpg,1,person,92.17,32.58,139.84,159.59
person-18,00000124.jpg,1,person,91.92,31.99,139.04,159.01
person-18,00000125.jpg,1,person,92.11,33.35,141.0,159.28
person-18,00000126.jpg,1,person,91.78,33.49,140.94,159.04
person-18,00000127.jpg,1,person,91.02,33.01,142.29,158.77
person-18,00000128.jpg,1,person,91.04,32.54,141.61,158.76
person-18,00000129.jpg,1,person,90.36,33.37,142.3,158.71
person-18,00000130.jpg,1,person,90.73,33.07,143.15,158.62
person-18,00000131.jpg,1,person,89.86,32.95,142.05,158.04
person-18,00000132.jpg,1,person,89.34,33.59,142.04,158.83
person-18,00000133.jpg,1,person,89.27,33.72,139.91,157.99
person-18,00000134.jpg,1,person,89.41,34.05,139.78,158.43
person-18,00000135.jpg,1,person,89.31,33.11,138.84,157.63
person-18,00000136.jpg,1,person,89.23,34.08,138.14,157.98
person-18,00000137.jpg,1,person,89.97,32.0,137.99,157.39
person-18,00000138.jpg,1,person,89.11,32.94,137.49,157.15
person-18,00000139.jpg,1,person,90.0,32.2,136.77,157.07
person-18,00000140.jpg,1,person,89.82,33.43,136.57,157.28
person-18,00000141.jpg,1,person,89.77,31.92,135.56,156.92
person-18,00000142.jpg,1,person,90.67,32.48,135.72,156.68
person-18,00000143.jpg,1,person,90.31,31.03,135.03,156.45
person-18,00000144.jpg,1,person,90.59,32.63,134.77,157.04
person-18,00000145.jpg,1,person,90.14,30.71,134.72,156.6
person-18,00000146.jpg,1,person,91.31,30.76,135.69,156.24
person-18,00000147.jpg,1,person,90.26,30.22,135.41,156.47
person-18,00000148.jpg,1,person,90.48,30.92,135.6,156.73
person-18,00000149.jpg,1,person,90.11,30.06,135.58,156.54
person-18,00000150.jpg,1,person,91.25,29.55,137.16,155.9
person-18,00000151.jpg,1,person,91.03,29.39,136.83,155.47
person-18,00000152.jpg,1,person,91.62,29.46,137.07,155.66
person-18,00000153.jpg,1,person,91.28,27.68,136.99,155.34
person-18,00000154.jpg,1,person,91.4,28.99,136.86,155.19
person-18,00000155.jpg,1,person,90.93,28.03,136.35,155.35
person-18,00000156.jpg,1,person,91.33,29.34,136.62,155.38
person-18,00000157.jpg,1,person,90.99,27.7,136.55,155.18
person-18,00000158.jpg,1,person,91.56,28.81,136.54,154.65
person-18,00000159.jpg,1,person,90.81,28.19,135.65,154.25
person-18,00000160.jpg,1,person,91.11,27.77,135.87,153.61
person-18,00000161.jpg,1,person,91.6,28.48,136.7,152.95
person-18,00000162.jpg,1,person,91.46,28.08,136.21,153.26
person-18,00000163.jpg,1,person,91.68,27.92,136.56,152.94
person-18,00000164.jpg,1,person,91.19,27.82,135.34,153.01
person-18,00000165.jpg,1,person,92.25,28.59,136.82,153.11
person-18,00000166.jpg,1,person,91.57,28.56,135.75,153.06
person-18,00000167.jpg,1,person,91.68,26.92,135.95,152.1
person-18,00000168.jpg,1,person,91.96,25.49,136.3,151.68
person-18,00000169.jpg,1,person,92.38,25.87,136.51,151.2
person-18,00000170.jpg,1,person,92.62,25.86,136.58,151.26
person-18,00000171.jpg,1,person,91.7,25.61,135.95,151.28
person-18,00000172.jpg,1,person,92.52,26.42,136.95,151.62
person-18,00000173.jpg,1,person,91.97,27.31,135.99,151.14
person-18,00000174.jpg,1,person,92.69,26.93,137.23,150.9
person-18,00000175.jpg,1,person,92.54,26.04,136.26,150.65
person-18,00000176.jpg,1,person,93.02,26.98,136.7,151.24
person-18,00000177.jpg,1,person,92.78,25.39,136.77,150.46
person-18,00000178.jpg,1,person,93.12,26.48,136.8,151.08
person-18,00000179.jpg,1,person,92.69,24.76,136.3,150.34
person-18,00000180.jpg,1,person,92.85,25.33,136.24,150.56
person-18,00000181.jpg,1,person,92.19,25.0,136.06,150.35
person-18,00000182.jpg,1,person,92.57,25.03,136.39,150.43
person-18,00000183.jpg,1,person,93.11,25.55,136.88,150.65
person-18,00000184.jpg,1,person,93.76,25.04,137.85,150.01
person-18,00000185.jpg,1,person,93.63,25.79,136.96,150.31
person-18,00000186.jpg,1,person,93.0,25.27,136.8,149.95
person-18,00000187.jpg,1,person,93.64,25.25,137.64,149.93
person-18,00000188.jpg,1,person,93.26,25.31,137.04,149.68
person-18,00000189.jpg,1,person,93.84,25.24,137.57,149.74
person-18,00000190.jpg,1,person,93.51,25.69,137.53,150.31
person-18,00000191.jpg,1,person,94.05,24.84,138.22,149.8
person-18,00000192.jpg,1,person,94.24,24.53,138.3,149.87
person-18,00000193.jpg,1,person,95.61,24.59,139.11,149.8
person-18,00000194.jpg,1,person,95.72,24.51,139.02,149.95
person-18,00000195.jpg,1,person,96.76,24.71,140.68,149.97
person-18,00000196.jpg,1,person,96.3,24.64,139.98,149.62
person-18,00000197.jpg,1,person,97.6,24.79,140.5,149.2
person-18,00000198.jpg,1,person,97.27,24.85,140.17,149.17
person-18,00000199.jpg,1,person,98.78,23.16,142.54,148.37
person-18,00000200.jpg,1,person,98.03,24.47,141.8,149.31
person-18,00000201.jpg,1,person,99.55,22.77,141.87,149.05
person-18,00000202.jpg,1,person,99.35,23.25,142.12,148.96
person-18,00000203.jpg,1,person,100.28,23.74,142.8,149.24
person-18,00000204.jpg,1,person,100.66,23.36,142.63,148.96
person-18,00000205.jpg,1,person,103.0,23.0,142.0,150.0
person-18,00000206.jpg,1,person,102.29,21.86,142.64,149.74
person-18,00000207.jpg,1,person,103.67,23.26,143.47,149.57
person-18,00000208.jpg,1,person,103.81,21.17,143.31,149.45
person-18,00000209.jpg,1,person,103.98,24.17,143.6,148.79
person-18,00000210.jpg,1,person,104.5,21.94,144.09,148.6
person-18,00000211.jpg,1,person,104.69,22.77,144.24,147.84
person-18,00000212.jpg,1,person,105.63,23.31,145.0,148.26
person-18,00000213.jpg,1,person,105.05,22.93,144.97,148.41
person-18,00000214.jpg,1,person,105.02,22.36,144.86,147.51
person-18,00000215.jpg,1,person,110.23,24.4,145.27,147.89
person-18,00000216.jpg,1,person,110.43,23.88,145.92,147.06
person-18,00000217.jpg,1,person,112.88,23.94,146.36,147.57
person-18,00000218.jpg,1,person,112.42,23.85,145.82,146.41
person-18,00000219.jpg,1,person,114.54,23.63,146.79,146.87
person-18,00000220.jpg,1,person,114.13,23.48,146.76,146.03
person-18,00000221.jpg,1,person,116.17,23.7,147.34,142.89
person-18,00000222.jpg,1,person,112.85,24.0,146.43,142.56
person-18,00000223.jpg,1,person,108.37,24.25,145.65,143.82
person-18,00000224.jpg,1,person,106.29,24.83,145.22,146.58
person-18,00000225.jpg,1,person,109.59,24.16,150.02,144.48
person-18,00000226.jpg,1,person,117.82,23.83,152.82,143.26
person-18,00000227.jpg,1,person,103.38,24.7,145.74,145.76
person-18,00000228.jpg,1,person,101.94,24.7,145.56,150.1
person-18,00000229.jpg,1,person,104.25,22.89,144.14,148.28
person-18,00000230.jpg,1,person,103.59,22.94,142.85,147.31
person-18,00000231.jpg,1,person,104.46,22.51,142.02,144.77
person-18,00000232.jpg,1,person,104.27,22.23,140.08,142.99
person-18,00000233.jpg,1,person,102.54,22.08,136.31,142.3
person-18,00000234.jpg,1,person,102.46,22.71,136.52,144.08
person-18,00000235.jpg,1,person,102.19,21.47,138.34,145.4
person-18,00000236.jpg,1,person,102.16,21.25,138.69,145.71
person-18,00000237.jpg,1,person,102.14,21.41,138.89,145.75
person-18,00000238.jpg,1,person,101.81,20.5,138.69,145.46
person-18,00000239.jpg,1,person,101.42,20.89,138.51,143.79
person-18,00000240.jpg,1,person,101.5,20.87,138.81,143.73
person-18,00000241.jpg,1,person,100.06,19.39,138.71,143.87
person-18,00000242.jpg,1,person,100.44,19.34,138.9,144.05
person-18,00000243.jpg,1,person,100.31,19.8,139.01,142.49
person-18,00000244.jpg,1,person,99.67,20.2,138.39,142.02
person-18,00000245.jpg,1,person,99.81,19.26,139.34,142.51
person-18,00000246.jpg,1,person,99.09,19.13,138.61,142.27
person-18,00000247.jpg,1,person,99.58,18.4,138.96,142.17
person-18,00000248.jpg,1,person,99.28,19.21,138.81,142.31
person-18,00000249.jpg,1,person,99.01,18.09,138.89,142.42
person-18,00000250.jpg,1,person,99.32,18.06,139.15,142.31
person-18,00000251.jpg,1,person,98.48,17.52,138.57,142.36
person-18,00000252.jpg,1,person,99.11,19.35,139.13,143.04
person-18,00000253.jpg,1,person,98.88,17.27,139.03,143.5
person-18,00000254.jpg,1,person,99.44,17.13,139.63,143.17
person-18,00000255.jpg,1,person,99.15,16.56,138.61,142.35
person-18,00000256.jpg,1,person,99.54,17.32,139.19,142.65
person-18,00000257.jpg,1,person,98.0,17.67,138.08,142.81
person-18,00000258.jpg,1,person,97.98,16.39,137.96,141.97
person-18,00000259.jpg,1,person,98.21,19.1,137.77,142.2
person-18,00000260.jpg,1,person,98.34,17.22,138.02,141.86
person-18,00000261.jpg,1,person,98.49,18.79,138.2,142.88
person-18,00000262.jpg,1,person,99.27,17.75,138.97,142.95
person-18,00000263.jpg,1,person,98.22,17.52,138.44,142.7
person-18,00000264.jpg,1,person,99.04,18.26,138.88,142.54
person-18,00000265.jpg,1,person,99.72,17.12,139.57,142.15
person-18,00000266.jpg,1,person,98.36,18.37,138.98,142.71
person-18,00000267.jpg,1,person,98.82,17.7,138.8,142.23
person-18,00000268.jpg,1,person,98.1,17.99,138.44,142.21
person-18,00000269.jpg,1,person,98.68,18.0,139.09,143.03
person-18,00000270.jpg,1,person,98.24,16.8,138.55,142.54
person-18,00000271.jpg,1,person,97.95,20.12,138.45,143.12
person-18,00000272.jpg,1,person,98.51,18.23,138.72,142.33
person-18,00000273.jpg,1,person,97.85,17.67,138.53,143.09
person-18,00000274.jpg,1,person,97.44,18.53,138.34,143.14
person-18,00000275.jpg,1,person,97.2,18.1,137.91,142.9
person-18,00000276.jpg,1,person,96.88,17.79,137.58,142.54
person-18,00000277.jpg,1,person,97.52,19.54,137.71,143.73
person-18,00000278.jpg,1,person,96.51,17.93,137.47,143.28
person-18,00000279.jpg,1,person,97.25,18.8,137.76,143.91
person-18,00000280.jpg,1,person,95.87,18.81,136.82,143.93
person-18,00000281.jpg,1,person,96.16,17.71,136.43,143.75
person-18,00000282.jpg,1,person,96.08,18.94,136.42,144.27
person-18,00000283.jpg,1,person,95.89,17.49,136.32,143.94
person-18,00000284.jpg,1,person,95.31,19.99,135.83,144.32
person-18,00000285.jpg,1,person,95.67,17.37,135.99,143.65
person-18,00000286.jpg,1,person,95.37,17.99,135.68,143.45
person-18,00000287.jpg,1,person,94.36,18.86,134.58,143.45
person-18,00000288.jpg,1,person,96.06,19.15,135.02,144.0
person-18,00000289.jpg,1,person,94.21,17.88,133.3,144.6
person-18,00000290.jpg,1,person,94.63,18.84,133.32,145.45
person-18,00000291.jpg,1,person,94.34,17.84,133.18,145.48
person-18,00000292.jpg,1,person,94.21,19.43,133.09,146.33
person-18,00000293.jpg,1,person,92.61,18.69,130.87,144.81
person-18,00000294.jpg,1,person,93.81,19.43,132.23,146.29
person-18,00000295.jpg,1,person,91.88,19.03,130.76,146.04
person-18,00000296.jpg,1,person,93.16,18.87,131.7,145.44
person-18,00000297.jpg,1,person,90.82,18.95,128.93,145.13
person-18,00000298.jpg,1,person,92.04,19.83,130.28,144.81
person-18,00000299.jpg,1,person,89.84,19.97,128.34,145.97
person-18,00000300.jpg,1,person,90.66,21.18,129.09,145.68
person-18,00000301.jpg,1,person,90.44,20.04,129.64,145.72
person-18,00000302.jpg,1,person,89.82,19.63,129.03,145.81
person-18,00000303.jpg,1,person,88.01,20.24,125.42,146.63
person-18,00000304.jpg,1,person,88.43,20.89,128.0,147.3
person-18,00000305.jpg,1,person,86.85,20.51,125.53,145.0
person-18,00000306.jpg,1,person,87.05,20.67,125.12,146.41
person-18,00000307.jpg,1,person,85.0,20.0,121.0,151.0
person-18,00000308.jpg,1,person,86.04,16.84,120.3,153.41
person-18,00000309.jpg,1,person,84.92,18.45,118.58,155.21
person-18,00000310.jpg,1,person,84.6,17.52,119.03,155.07
person-18,00000311.jpg,1,person,83.31,19.54,115.69,152.2
person-18,00000312.jpg,1,person,82.66,19.14,115.85,151.39
person-18,00000313.jpg,1,person,82.29,18.96,114.84,150.62
person-18,00000314.jpg,1,person,81.85,19.42,114.46,150.02
person-18,00000315.jpg,1,person,81.03,21.18,111.36,149.1
person-18,00000316.jpg,1,person,80.82,21.9,111.46,148.86
person-18,00000317.jpg,1,person,78.96,23.19,109.6,146.96
person-18,00000318.jpg,1,person,78.7,22.9,106.92,146.05
person-18,00000319.jpg,1,person,76.27,23.07,113.36,149.35
person-18,00000320.jpg,1,person,76.49,21.77,112.91,149.73
person-18,00000321.jpg,1,person,81.37,20.87,128.08,156.93
person-18,00000322.jpg,1,person,85.93,21.44,128.63,156.71
person-18,00000323.jpg,1,person,83.28,21.37,123.88,160.17
person-18,00000324.jpg,1,person,85.17,21.12,124.88,161.68
person-18,00000325.jpg,1,person,82.44,20.05,119.66,157.73
person-18,00000326.jpg,1,person,83.74,18.9,120.19,155.04
person-18,00000327.jpg,1,person,84.18,20.83,118.81,150.46
person-18,00000328.jpg,1,person,82.67,20.24,118.28,150.61
person-18,00000329.jpg,1,person,83.54,20.75,117.58,146.3
person-18,00000330.jpg,1,person,82.1,20.84,117.09,146.56
person-18,00000331.jpg,1,person,81.94,20.26,116.7,145.66
person-18,00000332.jpg,1,person,80.57,20.8,116.97,146.8
person-18,00000333.jpg,1,person,81.1,21.04,118.21,146.49
person-18,00000334.jpg,1,person,79.54,20.35,116.66,145.75
person-18,00000335.jpg,1,person,82.12,20.25,117.97,145.69
person-18,00000336.jpg,1,person,81.24,19.96,117.9,145.69
person-18,00000337.jpg,1,person,82.18,20.15,118.81,146.13
person-18,00000338.jpg,1,person,82.99,19.84,119.48,145.36
person-18,00000339.jpg,1,person,84.19,18.87,119.63,145.39
person-18,00000340.jpg,1,person,82.95,19.66,119.13,146.2
person-18,00000341.jpg,1,person,82.13,19.33,118.81,145.86
person-18,00000342.jpg,1,person,81.11,19.35,118.9,146.21
person-18,00000343.jpg,1,person,81.69,18.39,119.34,145.01
person-18,00000344.jpg,1,person,82.52,18.67,119.32,145.49
person-18,00000345.jpg,1,person,82.78,18.95,119.71,145.95
person-18,00000346.jpg,1,person,82.91,19.3,120.03,146.31
person-18,00000347.jpg,1,person,83.14,19.18,119.58,145.81
person-18,00000348.jpg,1,person,83.4,19.35,119.53,145.82
person-18,00000349.jpg,1,person,85.31,18.65,120.88,145.33
person-18,00000350.jpg,1,person,82.38,19.36,119.4,146.04
person-18,00000351.jpg,1,person,84.71,19.15,120.67,145.21
person-18,00000352.jpg,1,person,83.27,19.24,119.96,145.82
person-18,00000353.jpg,1,person,85.61,18.62,121.07,145.37
person-18,00000354.jpg,1,person,84.4,20.01,120.23,146.08
person-18,00000355.jpg,1,person,84.86,19.18,120.77,145.15
person-18,00000356.jpg,1,person,84.41,19.43,120.3,145.34
person-18,00000357.jpg,1,person,83.55,19.83,120.18,145.2
person-18,00000358.jpg,1,person,83.8,19.02,119.7,144.5
person-18,00000359.jpg,1,person,83.86,19.89,120.31,145.04
person-18,00000360.jpg,1,person,82.33,20.13,119.72,145.51
person-18,00000361.jpg,1,person,82.66,19.7,119.73,144.87
person-18,00000362.jpg,1,person,82.28,19.65,119.25,144.62
person-18,00000363.jpg,1,person,82.96,19.75,120.14,144.92
person-18,00000364.jpg,1,person,83.36,19.16,120.13,144.78
person-18,00000365.jpg,1,person,83.94,19.74,120.42,144.87
person-18,00000366.jpg,1,person,83.25,19.62,120.25,144.84
person-18,00000367.jpg,1,person,83.45,18.38,120.59,143.96
person-18,00000368.jpg,1,person,83.18,18.44,120.35,144.17
person-18,00000369.jpg,1,person,83.17,18.77,120.32,144.15
person-18,00000370.jpg,1,person,83.25,18.95,120.33,144.3
person-18,00000371.jpg,1,person,83.72,18.29,120.85,143.83
person-18,00000372.jpg,1,person,83.26,18.4,120.84,143.86
person-18,00000373.jpg,1,person,82.76,17.15,119.62,143.16
person-18,00000374.jpg,1,person,83.14,18.27,121.04,143.53
person-18,00000375.jpg,1,person,82.77,17.49,120.17,144.24
person-18,00000376.jpg,1,person,83.27,18.15,120.77,144.24
person-18,00000377.jpg,1,person,83.63,16.69,120.66,143.86
person-18,00000378.jpg,1,person,83.33,16.25,120.36,143.21
person-18,00000379.jpg,1,person,82.65,15.48,120.2,143.32
person-18,00000380.jpg,1,person,83.06,15.78,120.68,143.48
person-18,00000381.jpg,1,person,82.76,15.17,120.54,143.18
person-18,00000382.jpg,1,person,81.99,14.76,119.52,143.28
person-18,00000383.jpg,1,person,82.2,15.5,119.64,142.73
person-18,00000384.jpg,1,person,82.23,16.0,119.69,142.67
person-18,00000385.jpg,1,person,82.87,15.87,119.93,142.38
person-18,00000386.jpg,1,person,82.56,16.1,119.75,142.63
person-18,00000387.jpg,1,person,82.21,15.9,119.63,142.92
person-18,00000388.jpg,1,person,82.66,15.96,120.07,142.4
person-18,00000389.jpg,1,person,82.48,16.91,120.41,142.68
person-18,00000390.jpg,1,person,82.73,16.61,120.49,142.31
person-18,00000391.jpg,1,person,81.97,17.27,120.52,142.72
person-18,00000392.jpg,1,person,81.6,17.51,120.25,143.35
person-18,00000393.jpg,1,person,82.1,18.35,120.53,144.03
person-18,00000394.jpg,1,person,81.97,17.99,120.52,143.53
person-18,00000395.jpg,1,person,83.41,19.03,121.38,144.61
person-18,00000396.jpg,1,person,83.34,18.91,121.93,144.3
person-18,00000397.jpg,1,person,84.14,20.1,122.13,146.0
person-18,00000398.jpg,1,person,83.98,20.46,121.94,145.87
person-18,00000399.jpg,1,person,86.08,21.7,124.28,147.27
person-18,00000400.jpg,1,person,85.41,22.59,123.71,147.77
person-18,00000401.jpg,1,person,87.2,23.76,124.85,149.3
person-18,00000402.jpg,1,person,86.96,23.6,124.57,149.03
person-18,00000403.jpg,1,person,89.65,24.22,126.85,150.56
person-18,00000404.jpg,1,person,89.39,24.82,126.34,151.02
person-18,00000405.jpg,1,person,91.19,29.48,128.65,154.52
person-18,00000406.jpg,1,person,90.4,28.12,128.35,153.87
person-18,00000407.jpg,1,person,92.61,31.27,130.04,155.72
person-18,00000408.jpg,1,person,92.63,31.58,129.96,155.99
person-18,00000409.jpg,1,person,94.0,31.0,132.0,158.0
person-18,00000410.jpg,1,person,92.6,30.38,131.82,156.46
person-18,00000411.jpg,1,person,94.22,33.71,133.75,159.15
person-18,00000412.jpg,1,person,94.71,33.14,134.48,158.58
person-18,00000413.jpg,1,person,96.8,35.89,136.18,159.23
person-18,00000414.jpg,1,person,97.33,34.63,136.49,158.71
person-18,00000415.jpg,1,person,100.12,36.79,139.31,159.83
person-18,00000416.jpg,1,person,99.84,35.65,139.15,159.72
person-18,00000417.jpg,1,person,103.26,36.19,142.64,159.89
person-18,00000418.jpg,1,person,103.69,35.44,142.72,160.06
person-18,00000419.jpg,1,person,108.28,37.11,147.11,160.25
person-18,00000420.jpg,1,person,108.39,36.6,147.25,160.99
person-18,00000421.jpg,1,person,115.14,37.23,153.5,160.7
person-18,00000422.jpg,1,person,115.45,36.94,153.92,160.69
person-18,00000423.jpg,1,person,123.83,36.77,161.15,159.78
person-18,00000424.jpg,1,person,123.42,36.31,161.46,159.51
person-18,00000425.jpg,1,person,132.7,36.52,170.14,159.19
person-18,00000426.jpg,1,person,132.78,36.36,170.63,159.2
person-18,00000427.jpg,1,person,142.54,34.63,180.38,157.4
person-18,00000428.jpg,1,person,142.65,35.94,181.09,157.82
person-18,00000429.jpg,1,person,153.61,35.04,191.89,152.86
person-18,00000430.jpg,1,person,153.73,36.31,191.84,152.72
person-18,00000431.jpg,1,person,165.34,33.45,201.67,143.76
person-18,00000432.jpg,1,person,165.4,33.85,201.26,143.71
person-18,00000433.jpg,1,person,176.59,33.32,212.74,140.53
person-18,00000434.jpg,1,person,176.38,33.47,211.97,140.14
person-18,00000435.jpg,1,person,188.51,31.93,224.01,146.01
